Rank,Exercise Name,Level,Primary Muscle,CNS,Sets,Reps,Time Goal,Rest,Primary Focus,Stars,Pre-Req,HS Goals,College Goals,Description,Proper Form,Demo,Env.,equipment,sport
1074,Shot: Fadeaway (L),Elite,Core/Hips,Extreme,3,8,-,90s,Difficulty,⭐⭐⭐⭐⭐,None,Balance,Mastery,Turnaround fadeaway over the left shoulder.,Kick your lead leg out for balance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
974,Shot: Fadeaway (R),Adv,Core/Shoulder,High,3,12,-,60s,Separation,⭐⭐⭐⭐,Drill 774,Balance,Score,Turnaround fadeaway over right shoulder.,Kick the lead leg for balance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
1075,Shot: Fadeaway (R),Elite,Core/Hips,Extreme,3,8,-,90s,Difficulty,⭐⭐⭐⭐⭐,None,Balance,Mastery,Turnaround fadeaway over the right shoulder.,Keep your eyes locked on the rim.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
1208,Shot: Fatigue 3s (10),Elite,Lungs/Shoulder,Extreme,2,1,-,120s,Stamina,⭐⭐⭐⭐⭐,Drill 1177,8 Makes,10 Makes,Sprint baseline-to-baseline between every shot.,Must make 10 total shots.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
1071,Shot: Flare Shot,Adv,IQ/CNS,High,4,10,-,45s,Off-Ball,⭐⭐⭐⭐,None,Timing,IQ,Using a flare screen to catch and shoot.,Fade away from the ball into space.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18600s,Gym,Basketball,Basketball
600,Shot: Free Throw (100),Elite,CNS,Extreme,1,100,-,-,Mastery,⭐⭐⭐⭐⭐,Drill 499,85%,95%,Shoot 100 FTs in one sitting.,"No breaks, maintain form.",https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
680,Shot: Free Throw (500),Elite,CNS/Mindset,Extreme,1,500,-,-,Volume,⭐⭐⭐⭐⭐,Drill 600,85%,92%,Make 500 total FTs in a week.,Record every session.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
718,Shot: Game-Speed 100,Elite,Lungs/Shoulder,Extreme,1,100,-,-,Mastery,⭐⭐⭐⭐⭐,None,Endurance,Mastery,Make 100 shots at game speed.,Vary your spots and moves.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
817,Shot: Half-Court (3),Elite,Legs/CNS,Extreme,2,3,-,120s,Range,⭐⭐⭐⭐⭐,Drill 719,Distance,Success,Make 3 shots from the half-court line.,Use full body momentum.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
1073,Shot: Handoff Pull-up,Int,Core/CNS,Med,4,12,-,45s,Speed,⭐⭐⭐,None,Balance,Score,"Off the DHO, take one dribble pull-up.",Get into your shot rhythm immediately.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14280s,Gym,Basketball,Basketball
678,Shot: High-Arc 3pt,Adv,Shoulders/Legs,High,3,15,-,60s,Range,⭐⭐⭐⭐,Drill 67,Consistency,Accuracy,Shoot 3s with an intentional 45-degree arc.,Use your legs for the extra lift.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
573,Shot: High-Arch Floater,Int,Wrist,Med,3,20,60s,30s,Touch,⭐⭐⭐,Drill 101,Clear Blocker,90% Make,Floater with maximum arc over defense [01:46:00].,Flick from the fingertips.,https://www.youtube.com/watch?v=aySQTi4vyos&t=6360s,Gym,Basketball,Basketball
613,Shot: High-Post Fade,Adv,Back/Core,High,3,12,-,60s,Skill,⭐⭐⭐⭐,Drill 171,Touch,Score,Fadeaway from the free throw line.,Leg kick for balance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
919,Shot: High-Post Fade,Int,Shoulders/Core,Med,4,12,-,45s,Precision,⭐⭐⭐,Drill 613,Balance,Score,"Catch at the FT line, pivot, and fade.",Launch vertically.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
1066,Shot: Jab & Shot (L),Int,Ankles/Core,Med,4,15,-,45s,Separation,⭐⭐⭐,None,Sell Fake,Score,"Jab left to freeze defender, then shoot.",The jab must be quick and sharp.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
1126,Shot: Jab & Shot (L),Int,Ankles/Core,Med,4,15,-,45s,Separation,⭐⭐⭐,None,Sell Fake,Score,"Jab left to freeze defender, then shoot.",The jab must be quick and sharp.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
1067,Shot: Jab & Shot (R),Int,Ankles/Core,Med,4,15,-,45s,Separation,⭐⭐⭐,None,Sell Fake,Score,"Jab right to freeze defender, then shoot.",Eyes should look at the drive path.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
1127,Shot: Jab & Shot (R),Int,Ankles/Core,Med,4,15,-,45s,Separation,⭐⭐⭐,None,Sell Fake,Score,"Jab right to freeze defender, then shoot.",Eyes should look at the drive path.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
861,Shot: Logo (Consec),Elite,Legs/CNS,Extreme,2,3,-,180s,Range,⭐⭐⭐⭐⭐,Drill 817,Distance,Success,Make 2 consecutive shots from the logo.,Requires extreme core stability.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
719,Shot: Logo 3pt (5),Elite,Legs/CNS,Extreme,2,5,-,120s,Range,⭐⭐⭐⭐⭐,Drill 500,Distance,Score,Make 5 shots from the logo.,Maintain your normal form.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
1201,Shot: Logo Pull-up,Elite,Core/Legs,Extreme,3,8,-,120s,Range,⭐⭐⭐⭐⭐,Drill 1010,Distance,Score,Dribble into a pull-up 3pt from the logo.,Transfer momentum from dribble to shot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
1261,Shot: Logo Step-Back,Elite,Hips/Core,Extreme,3,8,-,120s,Range,⭐⭐⭐⭐⭐,Drill 1201,Distance,Score,Step-back 3pt from the logo area.,Generate massive power from the hips.,https://www.youtube.com/watch?v=aySQTi4vyos&t=16000s,Gym,Basketball,Basketball
1202,Shot: Misdirection 3,Adv,Ankles/Core,High,3,10,-,90s,Separation,⭐⭐⭐⭐,Drill 1122,Balance,Score,"Hard fake one way, step-back the other for 3.",Sell the fake with eyes and hips.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15420s,Gym,Basketball,Basketball
574,Shot: Off-Glass Floater,Int,Wrist,Med,3,20,60s,30s,Touch,⭐⭐⭐,Drill 101,Soft Bank,90% Make,Floater banked off the glass [01:46:30].,Aim for the top corner of square.,https://www.youtube.com/watch?v=aySQTi4vyos&t=6390s,Gym,Basketball,Basketball
677,Shot: Off-Hand J,Elite,Wrist/CNS,Extreme,2,10,-,120s,Difficulty,⭐⭐⭐⭐⭐,None,Arc,Form,Shoot jumpers with your weak hand only.,Mimic your strong-hand form.,https://www.youtube.com/watch?v=aySQTi4vyos&t=80s,Gym,Basketball,Basketball
918,Shot: One-Hand J,Adv,Wrist/Shoulder,High,3,20,-,60s,Form,⭐⭐⭐⭐,None,Consistency,90% Make,Jump shots using only your shooting hand.,"Focus on the ""U"" shape in the elbow.",https://www.youtube.com/watch?v=aySQTi4vyos&t=80s,Gym,Basketball,Basketball
612,Shot: One-Leg J (L),Adv,Ankles/Core,High,3,10,-,60s,Balance,⭐⭐⭐⭐,Drill 171,Stability,60% Make,Shoot a jumper balanced on left leg.,Find the rim early.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15495s,Gym,Basketball,Basketball
611,Shot: One-Leg J (R),Adv,Ankles/Core,High,3,10,-,60s,Balance,⭐⭐⭐⭐,Drill 171,Stability,60% Make,Shoot a jumper balanced on right leg.,Engage your core.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15480s,Gym,Basketball,Basketball
971,Shot: One-Legged 3,Elite,Core/Ankles,Extreme,2,10,-,120s,Difficulty,⭐⭐⭐⭐⭐,None,Balance,Mastery,Shoot 3pt shots while standing on one leg.,Engage the core for stability.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15480s,Gym,Basketball,Basketball
749,Shot: Pick & Pop (L),Adv,Lungs/Core,High,3,12,-,60s,Tactical,⭐⭐⭐⭐,None,Range,Elite,"Set the screen, then pop to the left wing for 3.",Open hips toward the ball.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18600s,Gym,Basketball,Basketball
750,Shot: Pick & Pop (R),Adv,Lungs/Core,High,3,12,-,60s,Tactical,⭐⭐⭐⭐,None,Range,Elite,"Set the screen, then pop to the right wing for 3.",Quick feet on the pop.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18600s,Gym,Basketball,Basketball
1072,Shot: Pin Down J,Adv,IQ/CNS,High,4,10,-,45s,Off-Ball,⭐⭐⭐⭐,None,Timing,IQ,Coming off a down screen for a jumper.,Shoulders must be square on the catch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=18600s,Gym,Basketball,Basketball
865,Shot: Pressure FT,Elite,CNS,Extreme,5,1,-,120s,Clutch,⭐⭐⭐⭐⭐,None,Make,100% Make,"If you miss, the entire workout repeats.",Ultimate mental pressure.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3000s,Gym,Basketball,Basketball
1262,Shot: Pump-Drift 3,Adv,Core/CNS,High,3,10,-,90s,Deception,⭐⭐⭐⭐,Drill 1206,Sell Fake,Score,"Pump fake, drift laterally to corner for 3.",Reset feet quickly after the drift.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14280s,Gym,Basketball,Basketball
1206,Shot: Pump-Side-Step,Adv,Core/CNS,High,3,12,-,60s,Deception,⭐⭐⭐⭐,Drill 1128,Sell Fake,Score,"Hard pump fake, lateral slide into jumper.",Keep the ball low during the slide.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14280s,Gym,Basketball,Basketball
1069,Shot: Quick Turn 3,Elite,CNS/Core,Extreme,2,10,-,90s,Speed,⭐⭐⭐⭐⭐,None,Timing,Mastery,"Catch with back to rim, 180-turn, 3pt shot.",Spot the rim before you jump.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
1129,Shot: Quick Turn 3,Elite,CNS/Core,Extreme,2,10,-,90s,Speed,⭐⭐⭐⭐⭐,Drill 863,Timing,Mastery,"Catch with back to rim, 180-turn, 3pt shot.",Spot the rim before you jump.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
1068,Shot: Shot Fake & J,Int,Wrist/CNS,Med,4,12,-,45s,Deception,⭐⭐⭐,None,Sell Fake,Score,"Sell the shot, one dribble side-step jumper.",Don't jump on the fake; just lift heels.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14280s,Gym,Basketball,Basketball
1128,Shot: Shot Fake & J,Int,Wrist/CNS,Med,4,12,-,45s,Deception,⭐⭐⭐,None,Sell Fake,Score,"Sell the shot, one dribble side-step jumper.",Don't jump on the fake; just lift heels.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14280s,Gym,Basketball,Basketball
972,Shot: Sitting J,Int,Shoulders,Med,3,25,-,45s,Form,⭐⭐⭐,None,Arc,90% Make,Shoot from a seated position (on a chair).,Focus purely on the arm and wrist.,https://www.youtube.com/watch?v=aySQTi4vyos&t=80s,Gym,Basketball,Basketball
1204,Shot: Sprint-to-Corner,Int,Lungs/Legs,Med,4,12,-,60s,Conditioning,⭐⭐⭐,Drill 1124,Speed,Stamina,Full court sprint to corner catch-and-shoot 3.,Get feet set quickly in tight space.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
1203,Shot: Sprint-to-Wing,Int,Lungs/Legs,Med,4,12,-,60s,Conditioning,⭐⭐⭐,Drill 1124,Speed,Stamina,Full court sprint to wing catch-and-shoot 3.,"Arrive on balance, ready to shoot.",https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
1263,Shot: Trans-Wing 3,Adv,Lungs/Legs,High,4,12,-,60s,Speed,⭐⭐⭐⭐,Drill 1203,Timing,Score,Full sprint transition to wing 3pt shot.,Slow down the last two steps for balance.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
1070,Shot: Transition 3,Adv,Lungs/Legs,High,3,12,-,60s,Stamina,⭐⭐⭐⭐,None,Range,Score,Sprint to the wing and catch for a 3pt shot.,Stop your momentum with a 1-2 step.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
1130,Shot: Transition 3,Adv,Lungs/Legs,High,3,12,-,60s,Stamina,⭐⭐⭐⭐,Drill 1054,Range,Score,Sprint to the wing and catch for a 3pt shot.,Stop your momentum with a 1-2 step.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13440s,Gym,Basketball,Basketball
615,Shot: Transition 3 (S),Int,Lungs,High,3,15,-,60s,Speed,⭐⭐⭐,Drill 481,Fast Stop,80% Make,"Sprint to 3pt line, stop, and shoot.",Square up instantly.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13470s,Gym,Basketball,Basketball
748,Shot: Transition Pop,Int,Lungs/Quads,Med,4,15,-,45s,Spacing,⭐⭐⭐,Drill 615,Speed,80% Make,Trail the break and pop for a 3pt at the top.,Catch and shoot in one motion.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13470s,Gym,Basketball,Basketball
1065,Shot: Triple Threat J,Beg,Shoulders,Low,3,20,-,30s,Form,⭐⭐,None,Release,90% Make,Jump shot directly out of the triple threat.,Keep the ball close to your body.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
1125,Shot: Triple Threat J,Beg,Shoulders,Low,3,20,-,30s,Form,⭐⭐,None,Release,90% Make,Jump shot directly out of the triple threat.,Keep the ball close to your body.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
614,Shot: Turnaround 3,Elite,CNS/Core,Extreme,2,8,-,90s,Difficulty,⭐⭐⭐⭐⭐,None,Pivot Acc.,Score,"Catch with back to rim at 3, turn, shoot.",Perfect pivot footwork.,https://www.youtube.com/watch?v=aySQTi4vyos&t=15000s,Gym,Basketball,Basketball
864,Shot: Weak Side Relo,Int,Lungs/Quads,Med,4,12,-,45s,Spacing,⭐⭐⭐,Drill 734,Timing,Score,Relocate for a 3pt as the ball drives.,Stay in the passer's vision.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14000s,Gym,Basketball,Basketball
1062,Shot: Wing Lift,Adv,Core/Hips,High,4,12,-,60s,Spacing,⭐⭐⭐⭐,None,Timing,Score,Lift from the corner to the wing on a drive.,Replace the driver's original spot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14000s,Gym,Basketball,Basketball
1122,Shot: Wing Lift,Adv,Core/Hips,High,4,12,-,60s,Spacing,⭐⭐⭐⭐,None,Timing,Score,Lift from the corner to the wing on a drive.,Replace the driver's original spot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14000s,Gym,Basketball,Basketball
526,Shot: Wing to Top,Int,Lungs,High,3,15,-,60s,Condition,⭐⭐⭐,None,60% Make,80% Make,Sprint wing to top for 3s.,Use leg power for depth.,https://www.youtube.com/watch?v=aySQTi4vyos&t=2820s,Gym,Basketball,Basketball
390,Shoulder Bump Hook,Adv,Shoulders,High,3,10,--,90s,Contact,⭐⭐⭐,Hook Shot,6/10 Made,8/10 Made,Create space with a bump before hook.,Initiate contact; extend away from D.,🎥,Gym,Basketball,Basketball
256,Side Step (Pound Dribble),Inter,Quads/Glutes,Med,3,12,--,60s,Separation,⭐⭐,Dribble,Space Created,Control,One pound dribble side step jumper.,Quick lateral move; square in air.,🎥,Gym,Basketball,Basketball
652,Side-Step 3pt,Adv,Core/Quads,High,3,10,-,60s,Separation,⭐⭐⭐⭐,Drill 651,Balance,Score,Lateral jump into a 3pt shot.,Land on both feet simultaneously.,https://www.youtube.com/watch?v=aySQTi4vyos&t=14310s,Gym,Basketball,Basketball
407,Sikma Jumper (High Post),Adv,Shoulders,High,3,10,--,90s,Scoring,⭐⭐⭐,Pivot,7/10 Made,9/10 Made,The Jack Sikma reverse pivot jumper.,Ball high behind head; high arc.,🎥,Gym,Basketball,Basketball
306,Sikma Reverse Pivot,Inter,Full Body,Med,3,12,--,60s,Space,⭐⭐,None,Balance,Fluidity,Reverse pivot to face up and shoot.,Wide pivot; ball high; ready to shoot.,🎥,Gym,Basketball,Basketball
458,Single Hand Figure 8,Adv,CNS/Wrist,High,3,10,45s,45s,Dexterity,⭐⭐⭐⭐,Drill 79,Consistency,Elite,Figure 8 using only one hand [03:18:00].,Hand must move around the leg.,https://www.youtube.com/watch?v=aySQTi4vyos&t=11880s,Gym,Basketball,Basketball
463,Skip Dribble (Hesi),Int,Calves,Med,3,Length,60s,30s,Rhythm,⭐⭐⭐,None,Baiting,Change Pace,Skip while hanging the ball in air [03:28:00].,Eyes on the rim to sell shot.,https://www.youtube.com/watch?v=aySQTi4vyos&t=12480s,Gym,Basketball,Basketball
351,Skip Pass (Post),Inter,Arms,Med,3,10,--,60s,Vision,⭐⭐,None,Accuracy,Timing,Pass from post to opposite corner.,High pass over the defense.,🎥,Gym,Basketball,Basketball
63,Slide Behind Back,Adv,Core/Hips,High,3,12,45s,30s,Evasion,⭐⭐⭐⭐,Drill 1,Low Dribble,Fluidity,Slide laterally with behind-back dribble [01:14:06].,Snap the ball across the waist.,https://www.youtube.com/watch?v=aySQTi4vyos&t=4446s,Gym,Basketball,Basketball
62,Slide Between Legs,Adv,Adductors,High,3,12,45s,30s,Ball Control,⭐⭐⭐⭐,Drill 31,Consistency,Speed,Slide laterally with between-legs dribble [01:14:06].,"Keep chest up, eyes forward.",https://www.youtube.com/watch?v=aySQTi4vyos&t=4446s,Gym,Basketball,Basketball
61,Slide Crossover,Int,Hips/Glutes,Med,3,15,45s,30s,Lateral Speed,⭐⭐⭐,Drill 1,Low Dribble,Elite Speed,Crossover dribble while sliding laterally [01:14:06].,"Keep shoulders level, don't hop.",https://www.youtube.com/watch?v=aySQTi4vyos&t=4446s,Gym,Basketball,Basketball
64,Slow-to-Fast Hesi,Int,Calves/Core,Med,4,10,60s,45s,Change of Pace,⭐⭐⭐,Drill 1,Baiting Def,Kill Move,"Dribble slow, freeze defender, then explode [01:13:25].","Look at the rim during the ""slow"" phase.",https://www.youtube.com/watch?v=aySQTi4vyos&t=4405s,Gym,Basketball,Basketball
149,Smitty (Hesi Spin),Adv,Glutes/Core,High,3,10,60s,45s,Shiftiness,⭐⭐⭐⭐,Drill 148,Fake Spin,Score,"Fake spin, keep dribble same hand [02:24:00].",Turn shoulders fully.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8640s,Gym,Basketball,Basketball
143,Snatch Back,Int,Quads/Core,Med,4,12,45s,30s,Evasion,⭐⭐⭐,None,Distance,Snap,Pull ball back between legs/front [02:14:00].,Get low on the snatch.,https://www.youtube.com/watch?v=aySQTi4vyos&t=8040s,Gym,Basketball,Basketball
80,Spider Dribble,Adv,CNS,High,3,30s,30s,30s,Rhythm,⭐⭐⭐⭐,Drill 79,Consistency,Elite Speed,Front-Front-Back-Back dribble pattern.,Stay extremely low.,https://www.youtube.com/watch?v=aySQTi4vyos&t=3760s,Gym,Basketball,Basketball
246,Spin Fade Away,Adv,Quads/Shoulders,High,3,10,--,90s,Scoring,⭐⭐⭐,Fadeaway,5/10 Made,7/10 Made,Spinning away into a fadeaway jumper.,Clean separation; high release.,🎥,Gym,Basketball,Basketball
245,Spin Hook Shot,Adv,Quads/Shoulders,High,3,10,--,90s,Scoring,⭐⭐⭐,Hook Shot,6/10 Made,8/10 Made,Spinning away from defender into a hook.,Maintain balance; high extension.,🎥,Gym,Basketball,Basketball
244,Spin Jump Shot (Short Corner),Inter,Quads/Shoulders,Med,3,12,--,60s,Scoring,⭐⭐,Spin Move,8/12 Made,10/12 Made,Spinning away from defender into a jumper.,Bump defender; spin away; square up.,🎥,Gym,Basketball,Basketball
242,Spin Maintain Dribble,Inter,Quads/Arms,High,3,10,--,60s,Handles/IQ,⭐⭐⭐,Spin Move,Ball Control,Seamless,Spinning while keeping the dribble alive.,Left hand to right hand transition; eyes up.,🎥,Gym,Basketball,Basketball
340,Spin to Hook,Adv,Full Body,High,3,10,--,90s,Complexity,⭐⭐⭐,Hook Shot,Coordination,Fluidity,Spin move into a jump hook.,Control momentum; high extension.,🎥,Gym,Basketball,Basketball
362,Split the Trap,Adv,Core/Legs,Max,3,8,--,90s,Handles,⭐⭐⭐,None,Ball Security,Elite Move,Dribbling through a double team.,Get low; skinny through; protect ball.,🎥,Gym,Basketball,Basketball
462,Split-Dribble Attack,Int,Quads,Med,4,10,45s,30s,First Step,⭐⭐⭐,None,Explosion,Speed,Dribble and split feet to explode [03:26:00].,Shoulders down on the split.,https://www.youtube.com/watch?v=aySQTi4vyos&t=12360s,Gym,Basketball,Basketball
162,Sprints: Change Hand,Int,Lungs/CNS,Med,4,Full,20s,60s,Transition,⭐⭐⭐,None,Max Sprint,Speed,"Full court sprint, change hand at half [02:40:00].",Push ball 5-10ft ahead.,https://www.youtube.com/watch?v=aySQTi4vyos&t=9600s,Gym,Basketball,Basketball
472,Star Shooting (3pt),Adv,Lungs/Shoulder,Extreme,2,20,150s,120s,Range,⭐⭐⭐⭐,Drill 471,10 Makes,14 Makes,Sprint in star pattern for 3s [03:41:30].,Hold follow-through.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13290s,Gym,Basketball,Basketball
471,Star Shooting (Mid),Int,Lungs/Shoulder,High,2,20,120s,90s,Shooting,⭐⭐⭐,None,12 Makes,16 Makes,Sprint in a star pattern for jumpers [03:40:00].,Find your spots quickly.,https://www.youtube.com/watch?v=aySQTi4vyos&t=13200s,Gym,Basketball,Basketball
72,Stationary High Pound,Beg,Shoulders,Low,3,50,30s,20s,Handle Power,⭐,None,Hard Pound,Wrist Control,Pound the ball as hard as possible at shoulder height.,"Keep knees bent, opposite arm out.",https://www.youtube.com/watch?v=aySQTi4vyos&t=3720s,Gym,Basketball,Basketball
73,Stationary Low Pound,Beg,Forearms,Low,3,50,30s,20s,Quickness,⭐,None,Ankle Height,Speed,Pound the ball rapidly at ankle height.,"Use finger pads, not palms.",https://www.youtube.com/watch?v=aySQTi4vyos&t=3725s,Gym,Basketball,Basketball
255,Step Back (Dribble At),Inter,Quads/Glutes,Med,3,12,--,60s,Separation,⭐⭐,Step Back,8/12 Made,10/12 Made,Dribble at defender then step back jumper.,Attack defender's feet; push off front foot.,🎥,Gym,Basketball,Basketball
311,Step Back Post Up,Adv,Quads/Glutes,High,3,10,--,90s,Separation,⭐⭐⭐,Jump Shot,7/10 Made,9/10 Made,Dribble back-down to step-back.,Push off front foot; square in air.,🎥,Gym,Basketball,Basketball
